source_repo,source_commit,source_path,license,attribution,private_risk,sanitization_reviewed_by,disposition,new_path,rationale
second-brain-os-powerpack,a3d474323c961eaca2e15b444659d18b011a3aca,vault-addons/System/Loop Library/Source To Synthesis Loop.md,operator-owned,second-brain-os-powerpack@a3d474323c961eaca2e15b444659d18b011a3aca:vault-addons/System/Loop Library/Source To Synthesis Loop.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/research/,Accepted as source material for the bounded Release 1.0 artifact at packs/research/; it will be consolidated rather than copied.
second-brain-os-powerpack,a3d474323c961eaca2e15b444659d18b011a3aca,vault-addons/System/Rubrics/Cross-Disciplinary Promotion Rubric.md,operator-owned,second-brain-os-powerpack@a3d474323c961eaca2e15b444659d18b011a3aca:vault-addons/System/Rubrics/Cross-Disciplinary Promotion Rubric.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/library/research/analyze-cross-domain-mechanisms/SKILL.md,Merged this overlapping public mechanism into skills/library/research/analyze-cross-domain-mechanisms/SKILL.md so its doctrine ships once behind one route.
second-brain-os-powerpack,a3d474323c961eaca2e15b444659d18b011a3aca,vault-addons/System/Rubrics/Evidence Quality Rubric.md,operator-owned,second-brain-os-powerpack@a3d474323c961eaca2e15b444659d18b011a3aca:vault-addons/System/Rubrics/Evidence Quality Rubric.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/library/markets/audit-quant-signals/SKILL.md,Merged this overlapping public mechanism into skills/library/markets/audit-quant-signals/SKILL.md so its doctrine ships once behind one route.
second-brain-os-powerpack,a3d474323c961eaca2e15b444659d18b011a3aca,vault-addons/System/Rubrics/Market Thesis Promotion Rubric.md,operator-owned,second-brain-os-powerpack@a3d474323c961eaca2e15b444659d18b011a3aca:vault-addons/System/Rubrics/Market Thesis Promotion Rubric.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/library/markets/calibrate-market-theses/SKILL.md,Merged this overlapping public mechanism into skills/library/markets/calibrate-market-theses/SKILL.md so its doctrine ships once behind one route.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,.gitignore,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:.gitignore,reviewed-public-source,not-required,supersede,,"The new distribution owns its repository metadata, release boundary, and verification contract; this predecessor scaffold is not vendored."
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,LICENSE,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:LICENSE,reviewed-public-source,not-required,supersede,,"The new distribution owns its repository metadata, release boundary, and verification contract; this predecessor scaffold is not vendored."
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,README.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:README.md,reviewed-public-source,not-required,supersede,,"The new distribution owns its repository metadata, release boundary, and verification contract; this predecessor scaffold is not vendored."
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,docs/Architecture.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:docs/Architecture.md,reviewed-public-source,not-required,supersede,,"Its useful mechanism is covered by the routed core, bounded future pack work, or a later template phase; this source artifact does not ship separately."
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,docs/How It Connects To Markets.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:docs/How It Connects To Markets.md,reviewed-public-source,not-required,supersede,,"Its useful mechanism is covered by the routed core, bounded future pack work, or a later template phase; this source artifact does not ship separately."
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,docs/Pack Compatibility.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:docs/Pack Compatibility.md,reviewed-public-source,not-required,supersede,,"Its useful mechanism is covered by the routed core, bounded future pack work, or a later template phase; this source artifact does not ship separately."
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,docs/Source Grounding Rules.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:docs/Source Grounding Rules.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/core/source-grounding/SKILL.md,Merged this overlapping public mechanism into skills/core/source-grounding/SKILL.md so its doctrine ships once behind one route.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/agent-ops/README.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/agent-ops/README.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/agent-ops/,Accepted as source material for the bounded Release 1.0 artifact at packs/agent-ops/; it will be consolidated rather than copied.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/agent-ops/vault/Agent Ops/Agent Ops Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/agent-ops/vault/Agent Ops/Agent Ops Index.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/agent-ops/,Accepted as source material for the bounded Release 1.0 artifact at packs/agent-ops/; it will be consolidated rather than copied.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/agent-ops/vault/Agent Ops/Control Tower/Control Tower Action Queue Pattern.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/agent-ops/vault/Agent Ops/Control Tower/Control Tower Action Queue Pattern.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/core/loop-governance/SKILL.md,Merged this overlapping public mechanism into skills/core/loop-governance/SKILL.md so its doctrine ships once behind one route.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/agent-ops/vault/Agent Ops/Cron Patterns/Cron Watchdog Pattern.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/agent-ops/vault/Agent Ops/Cron Patterns/Cron Watchdog Pattern.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/core/loop-governance/SKILL.md,Merged this overlapping public mechanism into skills/core/loop-governance/SKILL.md so its doctrine ships once behind one route.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/agent-ops/vault/Agent Ops/Cron Patterns/No-Agent Deterministic Script Pattern.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/agent-ops/vault/Agent Ops/Cron Patterns/No-Agent Deterministic Script Pattern.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/agent-ops/,Accepted as source material for the bounded Release 1.0 artifact at packs/agent-ops/; it will be consolidated rather than copied.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/agent-ops/vault/Agent Ops/Failure Reviews/Failure Review Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/agent-ops/vault/Agent Ops/Failure Reviews/Failure Review Template.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/agent-ops/,Accepted as source material for the bounded Release 1.0 artifact at packs/agent-ops/; it will be consolidated rather than copied.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/agent-ops/vault/Agent Ops/Gateway Patterns/Discord Routing Pattern.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/agent-ops/vault/Agent Ops/Gateway Patterns/Discord Routing Pattern.md,reviewed-public-source,not-required,external-pointer,,Setup is provider- or version-sensitive and remains an upstream/pinned-source pointer rather than a stale shipped recipe.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/agent-ops/vault/Agent Ops/Hermes Runbooks/Hermes Runbooks Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/agent-ops/vault/Agent Ops/Hermes Runbooks/Hermes Runbooks Index.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/agent-ops/,Accepted as source material for the bounded Release 1.0 artifact at packs/agent-ops/; it will be consolidated rather than copied.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/agent-ops/vault/Agent Ops/Report Consolidation/Report Preflight Pattern.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/agent-ops/vault/Agent Ops/Report Consolidation/Report Preflight Pattern.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/agent-ops/,Accepted as source material for the bounded Release 1.0 artifact at packs/agent-ops/; it will be consolidated rather than copied.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/agent-ops/vault/Agent Ops/Skill Authoring/Skill Authoring Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/agent-ops/vault/Agent Ops/Skill Authoring/Skill Authoring Index.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/agent-ops/,Accepted as source material for the bounded Release 1.0 artifact at packs/agent-ops/; it will be consolidated rather than copied.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/agent-ops/vault/Agent Ops/Verification Gates/Vault Git Backup Pattern.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/agent-ops/vault/Agent Ops/Verification Gates/Vault Git Backup Pattern.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/agent-ops/,Accepted as source material for the bounded Release 1.0 artifact at packs/agent-ops/; it will be consolidated rather than copied.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/agent-ops/vault/Agent Ops/Verification Gates/Verification Gates Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/agent-ops/vault/Agent Ops/Verification Gates/Verification Gates Index.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/agent-ops/,Accepted as source material for the bounded Release 1.0 artifact at packs/agent-ops/; it will be consolidated rather than copied.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/agent-ops/vault/Agent Ops/Worker Dispatch/Task Shepherd Packet Pattern.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/agent-ops/vault/Agent Ops/Worker Dispatch/Task Shepherd Packet Pattern.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/agent-ops/,Accepted as source material for the bounded Release 1.0 artifact at packs/agent-ops/; it will be consolidated rather than copied.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/deep-timeline/README.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/deep-timeline/README.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/deep-timeline/vault/Knowledge/Deep Timeline/Climate Energy Ecology Spine/Climate Energy Ecology Spine.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/deep-timeline/vault/Knowledge/Deep Timeline/Climate Energy Ecology Spine/Climate Energy Ecology Spine.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/deep-timeline/vault/Knowledge/Deep Timeline/Deep Timeline Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/deep-timeline/vault/Knowledge/Deep Timeline/Deep Timeline Index.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/deep-timeline/vault/Knowledge/Deep Timeline/Deep Timeline.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/deep-timeline/vault/Knowledge/Deep Timeline/Deep Timeline.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/deep-timeline/vault/Knowledge/Deep Timeline/Eras/Eras Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/deep-timeline/vault/Knowledge/Deep Timeline/Eras/Eras Index.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/deep-timeline/vault/Knowledge/Deep Timeline/Events/Events Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/deep-timeline/vault/Knowledge/Deep Timeline/Events/Events Index.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/deep-timeline/vault/Knowledge/Deep Timeline/Mechanisms/Commons Stewardship.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/deep-timeline/vault/Knowledge/Deep Timeline/Mechanisms/Commons Stewardship.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/deep-timeline/vault/Knowledge/Deep Timeline/Mechanisms/Coordination Failure.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/deep-timeline/vault/Knowledge/Deep Timeline/Mechanisms/Coordination Failure.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/deep-timeline/vault/Knowledge/Deep Timeline/Mechanisms/Institutional Overcoupling.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/deep-timeline/vault/Knowledge/Deep Timeline/Mechanisms/Institutional Overcoupling.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
